#class tools::wcsv::ntuple
#title Hits in Bottom Detector
#separator 44
#vector_separator 59
#column int EventID
#column double Charge
#column double X_pos_mm
#column double Y_pos_mm
#column double Energy_MeV
3129,1,1.30959,0.763339,5997.5
3130,1,1.84164,-0.428962,5997.72
3131,-1,-0.888628,-0.202939,5997.53
3132,-1,-1.19353,0.988805,5997.53
3133,-1,-0.496057,0.477055,5997.89
3134,-1,-0.737207,1.699,5996.75
3136,-1,-0.0384816,-1.41623,5997.32
3140,1,2.35356,-0.626828,5997.46
3142,1,-0.0505017,0.422658,5997.65
3143,1,1.43878,-0.0873678,5997.46
3144,1,2.6462,-0.69708,5997.47
3145,1,0.942532,0.369503,5997.83
3146,-1,-1.08025,0.783131,5997.2
3147,1,1.97989,1.20935,5997.22
3148,1,1.57313,-0.7762,5997.36
3149,1,0.670328,-0.130562,5997.86
3151,-1,-0.74779,-0.415545,5997.53
3152,1,1.29092,-0.347344,5997.31
3153,1,0.990124,-0.459715,5997.12
3154,1,1.26768,-0.0406887,5997.74
3155,1,0.826753,-0.907145,5997.05
3156,1,1.98482,0.289376,5997.59
3157,1,1.46069,0.470193,5996.08
3160,1,1.53339,-0.221518,5997.61
3161,1,1.42193,-1.17794,5997.66
3162,-1,-1.4922,0.557682,5997.8
3163,1,1.66,0.084889,5997.71
3164,-1,-0.220669,-0.752863,5997.64
3165,-1,-1.29622,0.808606,5994.87
3166,-1,-0.309172,-0.467225,5997.66
3167,1,1.41992,-2.22832,5997.53
3168,1,2.72941,0.398729,5997.61
3170,-1,-0.29262,0.719259,5997.61
3171,1,3.28661,-0.364652,5997.61
3172,1,1.46901,1.08404,5997.74
3173,1,2.19945,0.556003,5997.18
3174,1,0.244222,0.722711,5996.14
3175,1,0.866989,-0.635583,5997.41
3176,1,0.758298,2.69853,5996.69
3177,1,1.49012,-0.529662,5997.36
3179,1,1.67818,-1.19285,5996.69
3180,1,0.647163,0.118999,5997.76
3182,1,0.0518394,0.462003,5997.66
3183,1,2.53479,-2.05291,5995.83
3184,1,2.68822,-0.412895,5983.2
3185,-1,0.131606,-0.967025,5997.89
3187,-1,-1.05734,-0.844656,5997.58
3188,1,1.76149,0.477122,5997.73
3189,1,0.82719,0.628554,5997.23
3191,1,0.966526,0.186383,5997.34
3192,-1,-1.16003,-1.17661,5997.63
3193,-1,-1.13813,0.142054,5997.71
3194,1,1.33599,-0.623551,5997.62
3195,1,2.50563,-0.0126657,5997.67
3196,1,1.79727,-1.45767,5997.75
